0.59,11.913
0.77,13.612
1.04,8.1542
1.16,6.8451
1.24,6.9473
2.56,3.7725
2.79,4.4365
0.7,6.1892
2.77,4.2455
0.7,2.1963
1.03,1.5357
1.46,2.3164
2.03,4.5866
9.5,4.0549
0.77,3.5284
0.64,2.7055
0.89,2.8765
18.35,3.2226
1.77,3.0333
1.79,2.1768
17.36,0.8396
0.76,2.2149
1.66,3.4482
1.34,0.82657
2.85,1.928
2.42,0.47182
1.7,1.5368
2.75,1.3874
0.94,2.5541
1.17,1.8768
0.99,1.3387
1.05,2.1842
0.93,0.41502
1.22,2.3322
2.73,0.88366
0.72,1.3918
0.78,1.2968
0.68,0.44839
0.97,0.37098
1.86,1.563
2.05,1.2418
0.59,0.40647
0.99,1.9373
1.53,2.5952
0.99,0.99233
2.72,0.67016
6.97,1.1895
1.06,0.75149
3.18,1.2388
1.12,1.1156
1.79,0.40651
0.75,0.43713
1.26,1.5206
21.37,2.0819
0.91,0.90229
1.46,0.79733
1.74,0.33892
0.95,0.30579
1.27,0.30616
1.11,1.5098
21.18,0.30463
2.35,0.24442
0.96,0.26876
1.15,2.0958
2.31,1.0834
2.35,0.34616
0.61,0.86751
8.01,0.86963
1.2,0.23915
2.94,0.67994
1.57,0.21594
1.32,0.29973
1.56,0.80945
0.84,0.29677
0.85,0.26396
1.33,1.1133
1.53,1.0257
0.82,1.4305
0.93,0.41734
0.66,0.29302
1.63,0.30455
1.11,0.26451
1.78,0.21116
8.78,0.91041
0.65,0.27716
0.92,0.21345
2.04,0.77455
0.81,0.29545
0.87,0.25124
0.62,0.6404
3.01,0.75852
0.83,0.88812
1.73,1.0527
0.79,0.45592
1.26,0.27458
2.4,0.3316
17.63,0.35313
21.06,0.41816
2.21,0.94739
0.87,0.53061
1.03,0.43692
1.89,0.51884
1.77,0.29761
0.91,0.28877
0.74,0.44931
1.21,0.38195
0.69,0.87945
0.98,0.3651
2.66,0.25667
9.31,0.87534
3.2,0.23158
1.02,0.20108
9.61,0.25299
0.96,0.23851
0.98,0.23878
1.76,0.29317
0.85,0.25989
1.7,0.21932
0.92,0.26771
12.53,1.4454
21.19,0.24779
3.96,0.39855
17.11,0.42759
2.88,0.27776
2.22,0.48369
9.54,0.4154
0.83,0.39155
0.96,0.33036
0.67,0.3719
0.76,0.34762
3.22,0.49455
1.65,0.38048
0.95,0.4076
7.01,0.41529
1.16,0.36503
0.87,0.34514
2.34,0.29307
0.95,0.45986
0.83,0.31158
0.76,0.35053
0.86,0.25175
1.46,0.2623
17.14,0.4171
0.74,0.42668
0.69,0.25654
0.72,0.52998
3.07,0.26738
9.67,0.3816
0.63,0.25636
0.96,0.35074
0.92,0.28759
0.93,0.36361
0.64,0.26249
3.78,2.0018
1.76,0.6748
2.88,0.46985
1.71,0.40092
2.67,0.2704
9.89,0.4421
0.57,0.33445
1.11,0.22158
0.86,0.41351
9.57,0.50672
1.01,0.27
0.77,0.32192
1.42,0.31162
0.72,0.48808
1.38,0.69438
7.49,0.38511
0.75,0.24856
0.87,0.60488
0.98,0.54422
17.14,0.34629
2.45,0.37331
1.29,0.41591
3.1,0.32057
1.87,4.6614
2.51,0.40757
2.98,0.39334
21.78,0.37925
0.9,0.51251
0.82,0.46123
1.09,0.30374
2.15,0.42169
0.86,0.34637
0.55,0.30186
0.72,0.45478
21.14,0.29455
1.14,0.35275
1.42,0.27443
3.79,0.42983
1.03,0.37269
1,0.23512
1.9,2.4523
1.62,0.41381
2.04,0.38735
2.44,0.72461
1.41,0.67791
3.75,0.32405
0.96,0.26529
0.62,0.26157
0.8,0.26865
7.08,0.24271
1.55,0.27966
0.75,0.23947
0.89,0.24912
1.21,0.30102
0.71,0.20908
0.58,0.21617
1.19,0.25863
0.58,0.2287
0.99,0.25938
0.97,0.21634
1.74,0.30246
0.73,0.27699
10.55,0.21446
6.36,0.24419
1.61,2.483
1.74,1.1395
1.11,0.28687
2.7,0.38882
1.5,0.40494
1.09,60.243
1.16,0.69876
2.11,0.41823
0.82,0.39858
2.26,2.6157
0.69,0.37891
1.51,0.31393
1.7,0.33793
0.7,0.26294
1.9,0.3011
1.04,0.39755
6.82,0.51046
17.21,0.30601
21.16,0.39967
5.11,0.44748
2.4,0.31616
1.18,0.22948
1.9,0.50327
0.8,0.2993
2.17,0.37228
1.63,0.44197
0.82,0.33827
1.52,0.58804
1.44,0.49516
1.3,0.44735
1.21,0.31626
2.3,0.38447
2.36,0.46181
0.58,0.40167
1.72,0.42011
2.3,0.28452
1.99,0.28631
1.69,0.2526
0.65,0.205
0.91,0.26426
3.5,0.25429
1.64,0.27648
1.23,0.20199
0.93,0.2461
0.96,0.26418
2.82,0.26986
6.88,0.26978
0.54,0.30915
0.52,0.42836
4.64,0.4312
3.08,0.30054
0.58,0.31427
1.4,0.42902
2.07,0.26093
2.03,0.47521
0.85,0.3075
0.66,0.406
2.91,0.27845
0.68,0.58124
0.7,1.0878
9.44,0.52207
3.06,0.41966
0.99,0.3801
10.17,0.41785
2.51,0.5088
3.73,0.31915
0.63,0.48929
17.16,0.42182
1.1,0.41729
1.24,0.29245
6.34,0.34017
1.67,0.3942
1.24,0.43047
1.01,0.50682
1.31,0.38147
1.08,0.33567
2.95,0.34611
1.37,0.38233
1.16,0.37505
0.99,0.47641
1.91,0.52238
1.57,0.37784
0.95,0.34923
1.21,0.40184
0.63,0.27845
0.69,0.44925
0.7,0.40153
1.1,0.33002
1.26,0.43509
1.09,0.34078
2.34,0.40208
1.25,0.34567
8.07,0.4079
1.14,0.46165
3.07,0.4798
1.48,0.53862
6.92,0.3347
10.91,0.43473
0.79,0.39521
0.87,0.4484
0.88,0.31041
2.29,0.4104
1.87,0.54647
1.98,0.24499
0.99,0.29295
2.56,0.25744
1.83,0.26562
1.82,0.29697
0.62,0.26555
1.87,0.32218
2.04,0.29927
0.74,0.267
0.69,0.40706
0.81,0.29508
2.95,0.316
1.25,0.40085
1.52,0.27842
1.48,0.24523
0.69,0.53928
10.17,0.37592
3.19,0.43155
1.09,0.35064
1.97,0.33386
2.65,0.3776
1.46,0.29758
0.86,0.44304
0.74,0.31994
0.97,0.4154
1.81,0.48151
1.82,0.20808
1.46,0.27694
7.52,0.30812
2.02,0.30253
1.45,0.31157
1.5,0.91803
6.8,0.563
1.47,0.27599
0.55,0.3236
9.43,0.49308
1.56,0.24779
0.98,0.26874
1.76,0.28521
1.09,0.30315
0.92,0.25579
1.97,0.25774
37.94,1.6889
0.63,0.36194
9.9,0.47359
0.85,0.34455
9.65,0.2652
0.97,0.35923
10.43,0.35126
0.58,0.3619
0.89,0.37862
1.94,0.30878
2.86,0.26561
1.04,0.30552
0.78,0.31555
0.6,0.52321
1.12,0.3211
1.05,0.30829
0.82,0.31999
1.21,0.42898
2.52,0.30881
1.52,0.38422
3.23,0.38201
3.69,0.30259
38.04,0.25136
0.65,0.42897
2.12,0.45986
0.78,0.30919
3.84,0.31899
1.02,0.38667
8.56,0.39174
0.92,0.91453
2.09,0.2722
2.24,0.28932
2.54,0.42924
0.87,0.46661
2.46,0.40796
0.51,0.31489
0.68,0.38843
2.61,0.46233
2.09,0.40156
2.48,0.37262
2.03,0.46313
1.72,0.31351
2.15,0.39089
1.63,0.44071
2.26,0.40514
1.45,0.44644
1.3,0.26662
6.68,0.44173
2.18,0.33435
1.91,0.38765
0.98,0.40679
6.82,0.30858
0.83,0.24348
2.53,0.27298
1.08,0.26337
1.06,0.26742
0.63,0.29246
0.83,0.26715
1.33,0.26167
1.25,0.23722
1.29,0.29254
1.71,0.26441
18.23,0.23638
9.58,0.24403
21.42,0.29486
0.89,0.27222
0.87,0.2574
2.44,0.26913
2.39,0.27102
0.83,0.26504
1.21,0.26766
1.71,0.2124
0.99,0.22982
1.33,0.20111
9.92,0.23998
0.72,0.25012
0.91,0.28422
17.25,0.24121
9.66,0.25378
2.02,0.23078
0.9,0.26881
1.65,0.27628
4.43,0.32808
1.63,0.24328
2.43,0.30606
2.16,0.40068
1.64,0.26137
0.87,0.26684
2.05,0.26609
2.26,0.25499
10.17,0.24238
0.82,0.26664
1.05,0.2604
0.95,0.39517
1.56,0.41715
0.81,0.23406
0.83,0.22731
1.88,0.29391
1.66,0.27432
